Occurrences	Hindawi (5594310)	Giga (5594256)	lemma#pos	Gloss	Answer1 - Egyptian	Answer2 - Syrian	Answer3 - Saudi Arabian	readability (rounded average)
1	100.00%	0.00%	ثاء#noun	va'_(Arabic_letter)	1	1	1	1
1	100.00%	0.00%	ثَبَج#verb	scribble;doodle	5	5	5	5
1	100.00%	0.00%	ثَرِيد#noun	broth	5	5	4	5
1	100.00%	0.00%	جَأْر#noun	lowing;mooing	4	5	5	5
1	100.00%	0.00%	جَحَف#verb	peel_off;side	5	5	5	5
1	0.00%	100.00%	جُحُوش#noun	horses	4	4	4	4
1	0.00%	100.00%	جَدْوَل#verb	schedule	3	4	3	3
1	100.00%	0.00%	جَذَعَة#noun	again;once_more	5	5	5	5
1	100.00%	0.00%	جَذِل#verb	be_happy;rejoice	5	5	5	5
1	100.00%	0.00%	جِذْل#noun	stumps	5	5	5	5
1	100.00%	0.00%	جَذِم#verb	have_leprosy	5	5	4	5
1	0.00%	100.00%	جَرْبُوع#noun	jerboa	4	4	3	4
1	100.00%	0.00%	جِرْجِر#noun	beans	5	5	5	5
1	100.00%	0.00%	جَرَش#verb	grate;crush;grind	4	4	4	4
1	100.00%	0.00%	جُرْف#noun	bluff;cliff	4	4	3	4
1	100.00%	0.00%	جَرْم#noun	barge;lighter_(flat-bottomed_cargo_boat)	5	5	5	5
1	100.00%	0.00%	جَزَأ#verb	be_content	5	5	4	5
1	100.00%	0.00%	جُزازَة#noun	tag;label	5	5	5	5
1	100.00%	0.00%	جَزالَة#noun	abundance	5	5	5	5
1	100.00%	0.00%	جُسْدان#noun	body	5	5	4	5
1	100.00%	0.00%	جَعَر#verb	drop_manure	5	5	5	5
1	0.00%	100.00%	جُعْلِيّ#adj	piece-work	5	5	5	5
1	100.00%	0.00%	جِفتْلِك#noun	farm;state_land	5	5	5	5
1	0.00%	100.00%	جَلَيان#noun	vision;revelation	5	5	4	5
1	100.00%	0.00%	جَمْبَرِيّ#noun	shrimp	1	5	5	4
1	0.00%	100.00%	جَمَد#verb	freeze;become_hard	2	3	3	3
1	100.00%	0.00%	جَمَشْت#noun	amethyst	5	5	5	5
1	0.00%	100.00%	جُنّاز#noun	funeral	5	5	4	5
1	100.00%	0.00%	جُنْكِيّ#noun	harpist	5	5	5	5
1	100.00%	0.00%	جَهْشَة#noun	sob	5	5	4	5
1	0.00%	100.00%	جُوال#noun	sack	5	5	4	5
1	100.00%	0.00%	جُوانْتِي#noun	glove	1	3	3	2
1	0.00%	100.00%	جِيزاوِيّ#noun	of/from_Giza	5	5	5	5
1	0.00%	100.00%	جِيفِيّ#noun	cadaverous	5	5	4	5
1	0.00%	100.00%	جِيلاتِي#noun	gelati;ice_cream	1	3	3	2
1	0.00%	100.00%	جِيُوسِياسَة#noun	geopolitics	5	5	5	5
1	0.00%	100.00%	جِيُوفِيزِيائِيّ#noun	geophysicist	5	5	5	5
1	0.00%	100.00%	حاصّ#verb	share	5	5	5	5
1	100.00%	0.00%	حافِرَة#noun	original_state;beginning	5	5	4	5
1	100.00%	0.00%	حَبَن#noun	edema;dropsy	5	5	5	5
1	100.00%	0.00%	حِبْوَة#noun	gift	5	5	5	5
1	100.00%	0.00%	حُبَيْبَة#noun	particle;granule	3	3	3	3
1	100.00%	0.00%	حَجَلان#noun	leaping;skipping	5	5	4	5
1	0.00%	100.00%	حَجْمِيّ#noun	volumetric	5	4	4	4
1	0.00%	100.00%	حِدَة#adj	separately;individually	4	3	4	4
1	100.00%	0.00%	حَذَى#verb	cut;hew	4	5	5	5
1	100.00%	0.00%	حَرّاث#noun	plowman	4	3	4	4
1	100.00%	0.00%	حَرافَة#noun	pungency;spicy	5	5	5	5
1	0.00%	100.00%	حَرَجِيّ#adj	forest-related;forestry	5	4	5	5
1	100.00%	0.00%	حِرْذَوْن#noun	lizards	5	5	5	5
1	100.00%	0.00%	حَرُن#verb	be_obstinate;be_headstrong;be_stubborn	5	4	4	4
1	0.00%	100.00%	حَرِيمِيّ#adj	women's;harem-related	1	2	4	2
1	100.00%	0.00%	حَزَم#verb	fasten;tie	3	3	4	3
1	100.00%	0.00%	حَزُم#verb	be_resolute;be_determined	5	5	5	5
1	0.00%	100.00%	حَشِيم#adj	bashful;shy	5	5	4	5
1	0.00%	100.00%	حَصّار#noun	mat_weaver	5	5	5	5
1	100.00%	0.00%	حَصْحَص#verb	become_clear;be_manifest;come_to_light	4	5	4	4
1	100.00%	0.00%	حَطّ#adj	putting_down	4	3	4	4
1	100.00%	0.00%	حَطِيطَة#noun	price_reduction	5	5	5	5
1	0.00%	100.00%	حَفَن#verb	scoop_up	5	4	5	5
1	100.00%	0.00%	حَفِير#noun	excavated;dug	5	5	5	5
1	100.00%	0.00%	حَقِد#verb	hate	3	3	3	3
1	0.00%	100.00%	حَكّاء#noun	narrator	4	5	4	4
1	100.00%	0.00%	حَلّاج#noun	cotton_ginner	5	5	5	5
1	100.00%	0.00%	حِلْتِيت#noun	asafetida	5	5	5	5
1	100.00%	0.00%	حُلْقُوم#noun	throat;gullet	3	3	3	3
1	0.00%	100.00%	حَلِيج#noun	ginning;ginned	5	5	5	5
1	100.00%	0.00%	حَمْحَم#verb	neigh	4	5	5	5
1	100.00%	0.00%	حَمْحَمَة#noun	neighing	4	5	5	5
1	100.00%	0.00%	حِوال#noun	obstacle;partition	5	5	5	5
1	100.00%	0.00%	حَوانِي#noun	bosom;breast	5	5	5	5
1	100.00%	0.00%	حَوْدَة#noun	turn;turning	3	3	5	4
1	0.00%	100.00%	حَوْزِيّ#adj	possessory;tenurial	5	5	5	5
1	100.00%	0.00%	حُوَيْصِل#noun	blister;vesicle	4	5	5	5
1	100.00%	0.00%	حَيَدان#noun	deviation;digression	5	5	5	5
1	0.00%	100.00%	حَيْن#noun	death;destruction	5	5	5	5
1	100.00%	0.00%	خادَن#verb	befriend;be_sociable_with	5	5	5	5
1	0.00%	100.00%	خافِرَة#noun	cruiser;patrol	5	5	5	5
1	100.00%	0.00%	خَبَل#verb	confuse;impede	4	5	4	4
1	100.00%	0.00%	خَبِيئَة#adj	secret;cache	4	5	5	5
1	100.00%	0.00%	خَتَر#verb	betray;deceive	5	5	5	5
1	100.00%	0.00%	خَتَن#verb	circumcise	4	4	3	4
1	0.00%	100.00%	خَدِيج#noun	premature_babies;preemies	5	5	5	5
1	0.00%	100.00%	خَرْبان#noun	out_of_order;broken	1	1	2	1
1	0.00%	100.00%	خَرْبَطَة#noun	disorder;confusion	4	3	3	3
1	100.00%	0.00%	خَرَت#verb	perforate	5	5	5	5
1	100.00%	0.00%	خُرْت#noun	hole;bore	5	5	5	5
1	100.00%	0.00%	خَرتِيت#noun	rhinoceros	2	3	3	3
1	0.00%	100.00%	خَرَص#verb	guess;estimate;lie	5	5	5	5
1	100.00%	0.00%	خِرْص#noun	earring	5	5	5	5
1	0.00%	100.00%	خَرْم#noun	gaps;blanks	3	4	4	4
1	0.00%	100.00%	خِروَع#noun	castor-oil_plant	4	3	4	4
1	0.00%	100.00%	خَزّاف#noun	potter;chinaware_dealer	5	5	5	5
1	100.00%	0.00%	خَزَر#verb	look_askance;glance_sidelong	5	5	5	5
1	100.00%	0.00%	خَزْق#noun	rip;hole	4	4	5	4
1	0.00%	100.00%	خَزَل#verb	cut_off;hinder;restrain	4	5	5	5
1	100.00%	0.00%	خَزَم#verb	string;thread	5	5	5	5
1	0.00%	100.00%	خَزِين#noun	treasury;coffer;vault	4	4	4	4
1	0.00%	100.00%	خِشاش#noun	vermin;insects	5	5	5	5
1	100.00%	0.00%	خُشاف#noun	compote	1	3	4	3
1	0.00%	100.00%	خَشْم#noun	nose;mouth	4	3	1	3
1	100.00%	0.00%	خَصَب#verb	be_fertile	4	4	3	4
1	100.00%	0.00%	خَصْفَة#noun	baskets	5	5	5	5
1	0.00%	100.00%	خُضارَة#noun	greens;herbs	5	4	4	4
1	100.00%	0.00%	خِضْرِم#noun	abundant;generous	5	5	5	5
1	100.00%	0.00%	خَضِل#noun	moist	5	5	5	5
1	100.00%	0.00%	خَطّاف#noun	rapacious;robber	3	3	2	3
1	100.00%	0.00%	خَطَران#noun	oscillation;vibration	5	5	5	5
1	100.00%	0.00%	خُفّان#noun	pumice_stone	5	5	5	5
1	100.00%	0.00%	خُفْيَة#noun	secrecy	4	4	4	4
1	100.00%	0.00%	خِلاج#noun	doubt;scruple	5	5	5	5
1	100.00%	0.00%	خَلَج#verb	trouble;preoccupy	5	5	5	5
1	0.00%	100.00%	خِلْط#noun	ingredient	5	5	4	5
1	100.00%	0.00%	خُلْع#noun	divorce	4	5	4	4
1	100.00%	0.00%	خَلْقِين#noun	caldron;boiler	5	5	5	5
1	0.00%	100.00%	خَلِيص#adj	pure;loyal;sincere	5	5	5	5
1	100.00%	0.00%	خُمُس#noun_quant	(one)_fifth	2	3	2	2
1	100.00%	0.00%	خَمْل#noun	fibers	5	5	5	5
1	100.00%	0.00%	خَمِيص#adj	empty;hungry	5	5	5	5
1	100.00%	0.00%	خُنّ#noun	chicken_coop;brooder	5	5	5	5
1	100.00%	0.00%	خَنِث#adj	soft;effeminate	5	5	4	5
1	100.00%	0.00%	خَوّار#adj	weak;languid	5	5	5	5
1	100.00%	0.00%	خَوْجَة#noun	schoolmaster;teacher	5	5	5	5
1	100.00%	0.00%	خَوِر#verb	grow_weak;dwindle;languish	5	5	5	5
1	100.00%	0.00%	خَوْزَق#verb	impale;corner	4	4	5	4
1	0.00%	100.00%	خَيّام#noun	tent_maker	4	4	4	4
1	100.00%	0.00%	خِيرَة#noun	choice;pick;elite	4	5	4	4
1	100.00%	0.00%	خَيْس#noun	break	5	5	5	5
1	100.00%	0.00%	خَيْشَة#noun	floor_cloth;sack	1	2	5	3
1	0.00%	100.00%	داخَى#verb	be_pampered;be_spoiled	5	5	5	5
1	100.00%	0.00%	دارَج#verb	keep_up_with	5	5	5	5
1	100.00%	0.00%	داعِر#adj	lewd;immoral	4	5	5	5
1	0.00%	100.00%	دالَس#verb	defraud;deceive	4	5	5	5
1	0.00%	100.00%	دالِف#noun	ricochet	5	5	5	5
1	100.00%	0.00%	داما#noun	checkers	5	5	5	5
1	0.00%	100.00%	دانْتِيل#noun	lacework	4	4	5	4
1	100.00%	0.00%	دَبُور#noun	west_wind	5	5	4	5
1	100.00%	0.00%	دَثَر#verb	be_forgotten;be_obliterated	5	5	4	5
1	0.00%	100.00%	دَجّ#verb	walk_slowly	5	5	5	5
1	100.00%	0.00%	دُجّ#noun	thrush	5	5	5	5
1	100.00%	0.00%	دَجَل#verb	deceive	5	5	5	5
1	0.00%	100.00%	دَجَن#verb	be_murky;stay;be_domesticated	5	5	5	5
1	0.00%	100.00%	دَحا#verb	spread_out;level;flatten	5	5	5	5
1	100.00%	0.00%	دَخاخِنِيّ#adj	tobacconist	5	5	5	5
1	100.00%	0.00%	دُخْنَة#noun	smoke;incense	5	4	5	5
1	0.00%	100.00%	دُرْدِيّ#adj	sediment;dregs	5	5	5	5
1	100.00%	0.00%	دَرَنِيّ#adj	tubercular;tuberculous	5	5	5	5
1	100.00%	0.00%	دَسامَة#noun	fattiness;greasiness	4	4	4	4
1	100.00%	0.00%	دَسْر#noun	pushing;shoving	5	5	5	5
1	0.00%	100.00%	دَشْت#noun	rubbish;trash	5	5	5	5
1	0.00%	100.00%	دَشِيش#noun	porridge	5	5	5	5
1	100.00%	0.00%	دَعِب#adj	joking;jolly;funny	4	5	4	4
1	0.00%	100.00%	دَمْغ#noun	stamping	5	4	4	4
1	0.00%	100.00%	دَمْغَجَة#noun	demagoguery	5	5	5	5
1	100.00%	0.00%	دَنَأ#verb	be_vile;be_despicable	4	5	4	4
1	100.00%	0.00%	دَنِس#verb	be_polluted;be_sullied	4	4	4	4
1	100.00%	0.00%	دَنِف#verb	be_seriously_ill	5	5	5	5
1	100.00%	0.00%	دَنِين#noun	buzzing;humming;droning	5	5	5	5
1	100.00%	0.00%	دِهاق#noun	brimful	5	5	5	5
1	100.00%	0.00%	دَهَش#noun	surprise;alarm	3	4	3	3
1	0.00%	100.00%	دُوبلِير#noun	double;substitute	5	5	5	5
1	0.00%	100.00%	دُورُو#noun	duro_coin	5	5	5	5
1	100.00%	0.00%	دَوْكَة#noun	din;hubbub;noise	1	5	5	4
1	0.00%	100.00%	دُومان#noun	rudder;helm	5	5	5	5
1	0.00%	100.00%	دِيالِكْتِيك#noun	dialectics	5	5	5	5
1	0.00%	100.00%	دِيالُوج#noun	dialog	3	4	4	4
1	0.00%	100.00%	دَيْرانِيّ#adj	monastic;monk	5	5	5	5
1	0.00%	100.00%	دِيسَة#noun	thicket;forest	5	5	5	5
1	100.00%	0.00%	ذَبْذَب#verb	swing;dangle	3	4	4	4
1	100.00%	0.00%	ذَرَأ#verb	create;sow;seed	4	5	4	4
1	100.00%	0.00%	ذَرْق#noun	bird_droppings;bird_excrement	5	5	5	5
1	0.00%	100.00%	ذَرَى#noun	protection;shelter	5	5	5	5
1	100.00%	0.00%	ذَلاذِل#noun	riffraff	5	5	5	5
1	100.00%	0.00%	ذَلِق#noun	eloquent;fluent	4	5	4	4
1	100.00%	0.00%	ذَواتِيّ#adj	high-class;exclusive	4	5	5	5
1	100.00%	0.00%	ذَينَ#pron_dem	These_[masc]	5	5	5	5
1	100.00%	0.00%	رَأْرَأ#verb	roll;flicker_(eyes)	5	5	5	5
1	100.00%	0.00%	رَأَم#verb	repair;mend	5	5	5	5
1	100.00%	0.00%	رَؤُس#verb	be_chief	5	4	4	4
1	100.00%	0.00%	رَؤُف#verb	show_mercy;have_pity	4	3	4	4
1	0.00%	100.00%	رادارِيّ#adj	radar	4	4	4	4
1	0.00%	100.00%	رادْيَوِيّ#adj	radio	5	4	4	4
1	100.00%	0.00%	رازَح#verb	suffer	5	5	5	5
1	100.00%	0.00%	راعِب#adj	frightening;terrible	3	4	4	4
1	0.00%	100.00%	راوَنْد#noun	rhubarb	5	5	5	5
1	100.00%	0.00%	رَباب#noun	rebec;rabab_(lute-like_instrument_played_with_a_bow)	5	5	4	5
1	100.00%	0.00%	رَبَك#verb	muddle;complicate	3	4	4	4
1	100.00%	0.00%	رَبِك#verb	be_entangled	5	5	5	5
1	0.00%	100.00%	رِبَوِيّ#adj	usurious;interest	4	5	4	4
1	100.00%	0.00%	رَبِيئَة#noun	guard	5	5	5	5
1	100.00%	0.00%	رَتْو#noun	mending;darning	5	5	5	5
1	100.00%	0.00%	رَخّ#verb	dilute	2	3	5	3
1	100.00%	0.00%	رُخّ#noun	rook;castle_(chess)	4	5	5	5
1	100.00%	0.00%	رَخا#verb	live_in_ease_or_opulence	4	5	5	5
1	100.00%	0.00%	رَخُو#verb	be_loose;slacken	4	3	4	4
1	100.00%	0.00%	رَدْن#noun	spinning;purring;grumbling	5	5	5	5
1	100.00%	0.00%	رِدِنْجُوت#noun	frock_coat	5	5	5	5
1	100.00%	0.00%	رَذِل#verb	be_despicable;be_contemptible	4	4	4	4
1	0.00%	100.00%	رَزّاز#noun	rice_merchant	5	5	5	5
1	100.00%	0.00%	رُزُوح#noun	fatigue	5	5	5	5
1	100.00%	0.00%	رَسْف#noun	being_shackled;being_moored	5	5	5	5
1	100.00%	0.00%	رِسْل#noun	moderation	5	5	5	5
1	0.00%	100.00%	رَسِيل#noun	messenger;runner	5	5	4	5
1	100.00%	0.00%	رِشاء#noun	rope;well_rope	5	5	5	5
1	100.00%	0.00%	رُشْرُش#noun	belts	5	5	5	5
1	0.00%	100.00%	رَشْم#noun	sign_of_the_cross;unction	4	5	5	5
1	0.00%	100.00%	رَصّاف#noun	typesetter;compositor	4	5	5	5
1	100.00%	0.00%	رَعّاد#noun	electric_ray	5	5	5	5
1	100.00%	0.00%	رَعِف#verb	bleed	5	4	4	4
1	0.00%	100.00%	رُغامَى#noun	trachea;windpipe	5	4	5	5
1	0.00%	100.00%	رَغْوِيّ#adj	foamy;frothy	4	4	4	4
1	100.00%	0.00%	رَفَأ#verb	repair;mend	5	5	4	5
1	100.00%	0.00%	رَفّاس#noun	steamboat;propeller	5	5	5	5
1	0.00%	100.00%	رَفَد#verb	support;uphold	5	5	5	5
1	0.00%	100.00%	رَفْرُوف#noun	eye_bandages	5	5	5	5
1	100.00%	0.00%	رِفْق#noun	friendliness;gentleness	3	3	4	3
1	0.00%	100.00%	رَفِيعَة#noun	legal_case	5	5	5	5
1	100.00%	0.00%	رُقارِق#noun	shallow	5	5	5	5
1	0.00%	100.00%	رَقاعَة#noun	stupidity;folly	5	5	5	5
1	100.00%	0.00%	رُقْبَى#noun	donation	5	5	5	5
1	100.00%	0.00%	رَقَش#verb	variegate;make_multicolored	5	5	5	5
1	0.00%	100.00%	رَقْن#noun	typewriting	5	5	5	5
1	100.00%	0.00%	رُقُوب#noun	anticipation;expectation	5	5	5	5
1	100.00%	0.00%	رَكْضَة#noun	gallop	4	3	3	3
1	100.00%	0.00%	رَكَم#noun	pile;heap	5	5	5	5
1	100.00%	0.00%	رَكُوض#adj	swift;fast-running	5	4	5	5
1	0.00%	100.00%	رَمَث#noun	log_raft	5	5	5	5
1	0.00%	100.00%	رَمْزِيّ#noun	cipher;code;encryption	4	5	5	5
1	100.00%	0.00%	رَهْبُوت#noun	fright;terror	5	5	5	5
1	100.00%	0.00%	رَهْبَى#noun	fear	5	4	5	5
1	100.00%	0.00%	رَهِف#noun	thin	4	5	5	5
1	100.00%	0.00%	رَهِل#adj	flaccid;flabby	5	4	4	4
1	100.00%	0.00%	رِهْمَة#noun	drizzle	5	5	5	5
1	0.00%	100.00%	رَواغ#noun	artifice;trick	5	5	5	5
1	0.00%	100.00%	رِوِش#adj	rewesh_(approx._"cool_dude")	1	5	5	4
1	100.00%	0.00%	رِوْشَة#noun	rewsha_(approx._"cool_chic")	1	5	5	4
1	0.00%	100.00%	رُومانْطِيقِيّ#adj	romantic	5	5	5	5
1	100.00%	0.00%	رُومَنْتِيكِيّ#adj	romantic	4	4	4	4
1	0.00%	100.00%	رُومَنْطِيقِيّ#noun	romanticism	5	5	5	5
1	0.00%	100.00%	رِيسِين#noun	ricin	5	5	5	5
1	0.00%	100.00%	رِيكُورْدَر#noun	tape_recorder	3	4	4	4
1	100.00%	0.00%	زَأَط#verb	clamor;be_vociferous	5	5	5	5
1	100.00%	0.00%	زاغ#noun	crow	5	5	5	5
1	100.00%	0.00%	زِبانَة#noun	clientele	5	5	5	5
1	100.00%	0.00%	زَحْلَق#verb	slide;roll	1	3	4	3
1	100.00%	0.00%	زَحْلَقَة#noun	sliding;skating;skiing	1	3	4	3
1	100.00%	0.00%	زَحِير#noun	groaning;moaning	5	5	5	5
1	0.00%	100.00%	زَخَم#verb	thrust;push	5	5	5	5
1	100.00%	0.00%	زَرِق#verb	be_blue_in_color	5	4	5	5
1	100.00%	0.00%	زُعاق#noun	brackish;unpotable;non-potable	5	5	5	5
1	100.00%	0.00%	زَعْبَر#verb	deceive;cheat	5	5	5	5
1	0.00%	100.00%	زَعْج#noun	uneasiness;unrest	5	4	4	4
1	100.00%	0.00%	زَعْزَعان#adj	convulsing;shaking	5	5	5	5
1	0.00%	100.00%	زِعْنِفَة#noun	mob;riffraff	5	5	5	5
1	0.00%	100.00%	زَغَد#verb	nudge;poke	5	5	5	5
1	100.00%	0.00%	زَغْل#noun	pouring_out;counterfeiting;adulteration	5	5	5	5
1	0.00%	100.00%	زُغْلُول#noun	infant;squab	5	5	5	5
1	0.00%	100.00%	زِفْت#adj	crappy;cruddy;crummy	1	2	2	2
1	100.00%	0.00%	زَفِر#adj	greasy	3	2	3	3
1	0.00%	100.00%	زَقّ#verb	feed_(mouth-to-mouth)	5	5	5	5
1	100.00%	0.00%	زَكانَة#noun	flair;intuition	5	5	5	5
1	100.00%	0.00%	زَلَج#verb	slide;glide	5	4	4	4
1	100.00%	0.00%	زَلْعَة#noun	tall_clay_jars	5	5	5	5
1	100.00%	0.00%	زَلْقَة#noun	skid;slip	5	5	4	5
1	0.00%	100.00%	زُلَيْجِيّ#noun	ornamental_tile	5	5	5	5
1	100.00%	0.00%	زِنْجِير#noun	chain;double-entry	5	5	5	5
1	100.00%	0.00%	زِنَد#noun	fire_steel	5	5	5	5
1	0.00%	100.00%	زَنَق#verb	constrict;hobble	5	4	4	4
1	0.00%	100.00%	زَنَقَة#noun	alley;street	5	5	4	5
1	100.00%	0.00%	زَنْمَرْدَة#noun	virago;termagant	5	5	5	5
1	100.00%	0.00%	زَهَف#verb	be_on_the_verge_of	5	5	5	5
1	0.00%	100.00%	زَهِم#adj	malodorous	5	5	5	5
1	100.00%	0.00%	زُهْمَة#noun	offensive_odor	5	5	5	5
1	100.00%	0.00%	زَواد#noun	provisions	5	5	4	5
1	100.00%	0.00%	زَوَر#noun	inclination;falseness;perfidy	5	5	4	5
1	100.00%	0.00%	زُور#adj	falsely	3	3	4	3
1	100.00%	0.00%	زُوفاء#noun	hyssop_(mint-like_aromatic_herb)	5	5	5	5
1	100.00%	0.00%	سابِحَة#noun	race_horses	5	5	5	5
1	100.00%	0.00%	ساجَة#noun	castanets	5	5	5	5
1	100.00%	0.00%	ساجِع#noun	composer_of_rhymed_prose	5	5	5	5
1	100.00%	0.00%	سارِب#adj	conspicuous;visible	4	5	5	5
1	100.00%	0.00%	سارِبَة#noun	reptiles	5	5	5	5
1	100.00%	0.00%	سافَح#verb	fornicate	4	5	5	5
1	100.00%	0.00%	سامَت#verb	be_opposite	5	5	5	5
1	100.00%	0.00%	ساهِد#adj	sleepless	5	5	5	5
1	100.00%	0.00%	ساوَق#verb	accompany	5	5	5	5
1	100.00%	0.00%	سَبّاب#adj	reviler;vituperator	4	4	4	4
1	100.00%	0.00%	سَبَت#verb	rest;keep_the_Sabbath	5	4	5	5
1	0.00%	100.00%	سَبِط#adj	lank	5	5	5	5
1	100.00%	0.00%	سُبُع#noun	sevenths	2	3	2	2
1	100.00%	0.00%	سَبْعُمِائَة#adj_num	seven-hundred	2	2	2	2
1	100.00%	0.00%	سِجاف#noun	curtain;veil	5	5	5	5
1	0.00%	100.00%	سُجُق#noun	sausage	1	1	2	1
1	100.00%	0.00%	سَجَم#verb	flow;pour_forth	5	5	5	5
1	100.00%	0.00%	سَحّاح#adj	flowing;tearful	5	5	4	5
1	100.00%	0.00%	سَحْتُوت#noun	sahtout_(surface_measure)	5	5	5	5
1	100.00%	0.00%	سَخائِف#noun	silly_things;stupidities	4	3	4	4
1	100.00%	0.00%	سَخاوَة#noun	generosity;munificence	5	4	4	4
1	100.00%	0.00%	سُدْفَة#noun	darkness;twilight	5	5	5	5
1	100.00%	0.00%	سَرايَة#noun	palace;asylum	4	4	3	4
1	100.00%	0.00%	سِرْسام#noun	meningitis	5	5	5	5
1	0.00%	100.00%	سَرَط#verb	swallow;gulp	5	5	5	5
1	100.00%	0.00%	سِرْقِين#noun	dung;manure	5	5	5	5
1	100.00%	0.00%	سُرُوجِيّ#adj	saddler	5	5	4	5
1	0.00%	100.00%	سَرِيح#noun	peddler	5	5	5	5
1	0.00%	100.00%	سَعتَر#noun	wild_thyme	5	5	5	5
1	0.00%	100.00%	سُفِسْطائِيّ#adj	sophistic	5	5	5	5
1	100.00%	0.00%	سَفَع#verb	scorch;slap;lash	5	5	4	5
1	100.00%	0.00%	سَفْع#noun	burned_spot	5	5	4	5
1	100.00%	0.00%	سُفْعَة#noun	black_stain	5	5	4	5
1	0.00%	100.00%	سِفْلاق#noun	sponger	5	5	5	5
1	100.00%	0.00%	سِفَنْج#noun	sponge	2	2	3	2
1	0.00%	100.00%	سَفُوف#noun	medicinal_powder	5	5	5	5
1	0.00%	100.00%	سَقالَة#noun	scaffold	4	5	5	5
1	100.00%	0.00%	سَقَع#verb	slap;clap	5	5	5	5
1	0.00%	100.00%	سكِيت#noun	skeet_(shooting_at_clay_targets)	5	5	5	5
1	100.00%	0.00%	سِلّ#noun	tuberculosis	4	3	4	4
1	100.00%	0.00%	سِلاحْدار#noun	sword-bearer;squire	5	5	5	5
1	100.00%	0.00%	سَلاقَة#noun	vicious_tongue	5	5	5	5
1	100.00%	0.00%	سَلاقُون#noun	red_lead;minium	5	5	5	5
1	100.00%	0.00%	سُلَحْفائِيّ#noun	turtle-like;slow	4	3	4	4
1	100.00%	0.00%	سَلِيح#noun	apostle	5	5	5	5
1	100.00%	0.00%	سُمّاقِيّ#adj	porphyry_(reddish-purple_rock)	5	5	5	5
1	100.00%	0.00%	سَمْسَر#verb	act_as_broker	4	5	4	4
1	100.00%	0.00%	سَمَق#verb	be_lofty	5	5	5	5
1	100.00%	0.00%	سَمْنَت#verb	lay_cement	5	5	5	5
1	0.00%	100.00%	سَمِيّ#adj	exalted;sublime	5	4	4	4
1	100.00%	0.00%	سَنا#noun	senna	5	5	4	5
1	100.00%	0.00%	سِنّارَة#noun	fishing_tackle	2	2	3	2
1	0.00%	100.00%	سَنْطُور#noun	dulcimer	5	5	5	5
1	100.00%	0.00%	سِنْف#noun	pod;capsule	5	5	5	5
1	0.00%	100.00%	سَنْكَرِيّ#noun	tinsmith	5	5	5	5
1	100.00%	0.00%	سَنَمُورَة#noun	anchovy	5	5	5	5
1	100.00%	0.00%	سُوفِسْطائِيّ#adj	sophist	5	5	5	5
1	0.00%	100.00%	سَوْكَر#verb	insure;register	5	5	5	5
1	0.00%	100.00%	سِيرِيالِيّ#adj	surreal;surrealistic	5	5	5	5
1	0.00%	100.00%	سَيْسَبان#noun	shrub	5	5	5	5
1	100.00%	0.00%	سِيكُورتاه#noun	insurance	5	5	5	5
1	100.00%	0.00%	سِيمِياء#noun	magic;conjuring	5	5	5	5
1	0.00%	100.00%	سِينُودُس#noun	synod	5	5	5	5
1	0.00%	100.00%	شاحِن#adj	loaded;freighted	3	4	4	4
1	100.00%	0.00%	شاد#verb	build	3	4	4	4
1	100.00%	0.00%	شادِن#noun	gazelle_fawn	5	5	5	5
1	100.00%	0.00%	شادُوف#noun	shadoof	5	5	5	5
1	0.00%	100.00%	شاذَرْوان#noun	fountain	5	5	5	5
1	0.00%	100.00%	شاوِرمَة#noun	broiled_mutton	1	1	2	1
1	100.00%	0.00%	شاوَل#verb	attack	5	5	5	5
1	0.00%	100.00%	شَبْرَق#verb	tear_to_shreds	5	5	5	5
1	100.00%	0.00%	شَحُم#verb	become_fat	5	5	4	5
1	100.00%	0.00%	شَحِم#adj	pulpy	5	5	4	5
1	0.00%	100.00%	شَخّ#noun	urine	1	1	5	2
1	100.00%	0.00%	شَخْشَخَة#noun	rattle;rustle	1	2	5	3
1	100.00%	0.00%	شُخْشِيخَة#noun	rattle	1	1	5	2
1	100.00%	0.00%	شَدْخ#noun	shattering;smashing	5	5	5	5
1	100.00%	0.00%	شُرّابَة#noun	tassel;tuft	5	5	5	5
1	100.00%	0.00%	شَرّاق#noun	suction_rose;suction_basket	5	4	5	5
1	100.00%	0.00%	شَراقِيّ#adj	unirrigated_land	5	5	5	5
1	100.00%	0.00%	شَرْبَك#verb	entangle;complicate;mess_up	5	3	5	4
1	0.00%	100.00%	شَرَج#noun	ring;loop	4	5	5	5
1	100.00%	0.00%	شَرْحِيّ#adj	explanatory;illustrative	4	3	4	4
1	0.00%	100.00%	شَرَم#verb	split;slash	5	5	4	5
1	0.00%	100.00%	شِرْيانِيّ#adj	arterial	5	4	4	4
1	100.00%	0.00%	شَرِيب#adj	potable;drikable	5	5	5	5
1	0.00%	100.00%	شَطَح#verb	roam;rove	3	4	4	4
1	0.00%	100.00%	شَطَف#verb	rinse;wash	1	1	2	1
1	0.00%	100.00%	شَطَن#verb	fasten;attach	4	5	5	5
1	100.00%	0.00%	شَطْن#noun	ropes	5	5	5	5
1	100.00%	0.00%	شَظِي#verb	be_splintered;be_shattered	5	5	5	5
1	100.00%	0.00%	شَعائِرِيّ#adj	ritualistic;ceremonial	4	4	4	4
